pokedex_number,name,japanese_name,type1,type2,generation,is_legendary,height_m,weight_kg,speed,hp,attack,sp_attack,defense,sp_defense,egg_steps,happiness,base_total,capture_rate,experience,perc_male,against_bug,against_dragon,against_electric,against_fire,against_ice,against_poison,against_psychic,against_water,abilities
263,Zigzagoon,Jiguzagumaジグザグマ,normal,,3,no,0.4,17.5,60,38,30,30,41,41,3840,70,240,255,1000000,50,1,1,1,1,1,1,1,1,"['Pickup', 'Gluttony', 'Quick Feet']"
264,Linoone,Massugumaマッスグマ,normal,,3,no,0.5,32.5,100,78,70,50,61,61,3840,70,420,90,1000000,50,1,1,1,1,1,1,1,1,"['Pickup', 'Gluttony', 'Quick Feet']"
265,Wurmple,Kemussoケムッソ,bug,,3,no,0.3,3.6,20,45,45,20,35,30,3840,70,195,255,1000000,50,1,1,1,2,1,1,1,1,"['Shield Dust', 'Run Away']"
266,Silcoon,Karasalisカラサリス,bug,,3,no,0.6,10,15,50,35,25,55,25,3840,70,205,120,1000000,50,1,1,1,2,1,1,1,1,['Shed Skin']
267,Beautifly,Agehuntアゲハント,bug,flying,3,no,1,28.4,65,60,70,100,50,50,3840,70,395,45,1000000,50,0.5,1,2,2,2,1,1,1,"['Swarm', 'Rivalry']"
268,Cascoon,Mayuldマユルド,bug,,3,no,0.7,11.5,15,50,35,25,55,25,3840,70,205,120,1000000,50,1,1,1,2,1,1,1,1,['Shed Skin']
269,Dustox,Dokucaleドクケイル,bug,poison,3,no,1.2,31.6,65,60,50,50,70,90,3840,70,385,45,1000000,50,0.5,1,1,2,1,0.5,2,1,"['Shield Dust', 'Compoundeyes']"
270,Lotad,Hassbohハスボー,water,grass,3,no,0.5,2.6,30,40,30,40,30,50,3840,70,220,255,1059860,50,2,1,1,1,1,2,1,0.25,"['Swift Swim', 'Rain Dish', 'Own Tempo']"
271,Lombre,Hasubreroハスブレロ,water,grass,3,no,1.2,32.5,50,60,50,60,50,70,3840,70,340,120,1059860,50,2,1,1,1,1,2,1,0.25,"['Swift Swim', 'Rain Dish', 'Own Tempo']"
272,Ludicolo,Runpappaルンパッパ,water,grass,3,no,1.5,55,70,80,70,90,70,100,3840,70,480,45,1059860,50,2,1,1,1,1,2,1,0.25,"['Swift Swim', 'Rain Dish', 'Own Tempo']"
273,Seedot,Tanebohタネボー,grass,,3,no,0.5,4,30,40,40,30,50,30,3840,70,220,255,1059860,50,2,1,0.5,2,2,2,1,0.5,"['Chlorophyll', 'Early Bird', 'Pickpocket']"
274,Nuzleaf,Konohanaコノハナ,grass,dark,3,no,1,28,60,70,70,60,40,40,3840,70,340,120,1059860,50,4,1,0.5,2,2,2,0,0.5,"['Chlorophyll', 'Early Bird', 'Pickpocket']"
275,Shiftry,Dirtengダーテング,grass,dark,3,no,1.3,59.6,80,90,100,90,60,60,3840,70,480,45,1059860,50,4,1,0.5,2,2,2,0,0.5,"['Chlorophyll', 'Early Bird', 'Pickpocket']"
276,Taillow,Subameスバメ,normal,flying,3,no,0.3,2.3,85,40,55,30,30,30,3840,70,270,200,1059860,50,0.5,1,2,1,2,1,1,1,"['Guts', 'Scrappy']"
277,Swellow,Ohsubameオオスバメ,normal,flying,3,no,0.7,19.8,125,60,85,75,60,50,3840,70,455,45,1059860,50,0.5,1,2,1,2,1,1,1,"['Guts', 'Scrappy']"
278,Wingull,Camomeキャモメ,water,flying,3,no,0.6,9.5,85,40,30,55,30,30,5120,70,270,190,1000000,50,0.5,1,4,0.5,1,1,1,0.5,"['Keen Eye', 'Hydration', 'Rain Dish']"
279,Pelipper,Pelipperペリッパー,water,flying,3,no,1.2,28,65,60,50,95,100,70,5120,70,440,45,1000000,50,0.5,1,4,0.5,1,1,1,0.5,"['Keen Eye', 'Drizzle', 'Rain Dish']"
280,Ralts,Raltsラルトス,psychic,fairy,3,no,0.4,6.6,40,28,25,45,25,35,5120,35,198,235,1250000,50,1,0,1,1,1,2,0.5,1,"['Synchronize', 'Trace', 'Telepathy']"
281,Kirlia,Kirliaキルリア,psychic,fairy,3,no,0.8,20.2,50,38,35,65,35,55,5120,35,278,120,1250000,50,1,0,1,1,1,2,0.5,1,"['Synchronize', 'Trace', 'Telepathy']"
282,Gardevoir,Sirnightサーナイト,psychic,fairy,3,no,1.6,48.4,100,68,85,165,65,135,5120,35,618,45,1250000,50,1,0,1,1,1,2,0.5,1,"['Synchronize', 'Trace', 'Telepathy']"
283,Surskit,Ametamaアメタマ,bug,water,3,no,0.5,1.7,65,40,30,50,32,52,3840,70,269,200,1000000,50,1,1,2,1,0.5,1,1,0.5,"['Swift Swim', 'Rain Dish']"
284,Masquerain,Amemothアメモース,bug,flying,3,no,0.8,3.6,80,70,60,100,62,82,3840,70,454,75,1000000,50,0.5,1,2,2,2,1,1,1,"['Intimidate', 'Unnerve']"
285,Shroomish,Kinococoキノココ,grass,,3,no,0.4,4.5,35,60,40,40,60,60,3840,70,295,255,1640000,50,2,1,0.5,2,2,2,1,0.5,"['Effect Spore', 'Poison Heal', 'Quick Feet']"
286,Breloom,Kinogassaキノガッサ,grass,fighting,3,no,1.2,39.2,70,60,130,60,80,60,3840,70,460,90,1640000,50,1,1,0.5,2,2,2,2,0.5,"['Effect Spore', 'Poison Heal', 'Technician']"
287,Slakoth,Namakeroナマケロ,normal,,3,no,0.8,24,30,60,60,35,60,35,3840,70,280,255,1250000,50,1,1,1,1,1,1,1,1,['Truant']
288,Vigoroth,Yarukimonoヤルキモノ,normal,,3,no,1.4,46.5,90,80,80,55,80,55,3840,70,440,120,1250000,50,1,1,1,1,1,1,1,1,['Vital Spirit']
289,Slaking,Kekkingケッキング,normal,,3,no,2,130.5,100,150,160,95,100,65,3840,70,670,45,1250000,50,1,1,1,1,1,1,1,1,['Truant']
290,Nincada,Tutininツチニン,bug,ground,3,no,0.5,5.5,40,31,45,30,90,30,3840,70,266,255,600000,50,1,1,0,2,2,0.5,1,2,"['Compoundeyes', 'Run Away']"
291,Ninjask,Tekkaninテッカニン,bug,flying,3,no,0.8,12,160,61,90,50,45,50,3840,70,456,120,600000,50,0.5,1,2,2,2,1,1,1,"['Speed Boost', 'Infiltrator']"
292,Shedinja,Nukeninヌケニン,bug,ghost,3,no,0.8,1.2,40,1,90,30,45,30,3840,70,236,45,600000,,0.5,1,1,2,1,0.5,1,1,['Wonder Guard']
293,Whismur,Gonyonyoゴニョニョ,normal,,3,no,0.6,16.3,28,64,51,51,23,23,5120,70,240,190,1059860,50,1,1,1,1,1,1,1,1,"['Soundproof', 'Rattled']"
294,Loudred,Dogohmbドゴーム,normal,,3,no,1,40.5,48,84,71,71,43,43,5120,70,360,120,1059860,50,1,1,1,1,1,1,1,1,"['Soundproof', 'Scrappy']"
295,Exploud,Bakuongバクオング,normal,,3,no,1.5,84,68,104,91,91,63,73,5120,70,490,45,1059860,50,1,1,1,1,1,1,1,1,"['Soundproof', 'Scrappy']"
296,Makuhita,Makunoshitaマクノシタ,fighting,,3,no,1,86.4,25,72,60,20,30,30,5120,70,237,180,1640000,75.4,0.5,1,1,1,1,1,2,1,"['Thick Fat', 'Guts', 'Sheer Force']"
297,Hariyama,Hariteyamaハリテヤマ,fighting,,3,no,2.3,253.8,50,144,120,40,60,60,5120,70,474,200,1640000,75.4,0.5,1,1,1,1,1,2,1,"['Thick Fat', 'Guts', 'Sheer Force']"
298,Azurill,Ruririルリリ,normal,fairy,3,no,0.2,2,20,50,20,20,40,40,2560,70,190,150,800000,24.6,0.5,0,1,1,1,2,1,1,"['Thick Fat', 'Huge Power', 'Sap Sipper']"
299,Nosepass,Nosepassノズパス,rock,,3,no,1,97,30,30,45,45,135,90,5120,70,375,255,1000000,50,1,1,1,0.5,1,0.5,1,2,"['Sturdy', 'Magnet Pull', 'Sand Force']"
300,Skitty,Enecoエネコ,normal,,3,no,0.6,11,50,50,45,35,45,35,3840,70,260,255,800000,24.6,1,1,1,1,1,1,1,1,"['Cute Charm', 'Normalize', 'Wonder Skin ']"
301,Delcatty,Enekororoエネコロロ,normal,,3,no,1.1,32.6,90,70,65,55,65,55,3840,70,400,60,800000,24.6,1,1,1,1,1,1,1,1,"['Cute Charm', 'Normalize', 'Wonder Skin ']"
302,Sableye,Yamiramiヤミラミ,dark,ghost,3,no,0.5,11,20,50,85,85,125,115,6400,35,480,45,1059860,50,1,1,1,1,1,0.5,0,1,"['Keen Eye', 'Stall', 'Prankster']"
303,Mawile,Kucheatクチート,steel,fairy,3,no,0.6,11.5,50,50,105,55,125,95,5120,70,480,45,800000,50,0.25,0,1,2,0.5,0,0.5,1,"['Hyper Cutter', 'Intimidate', 'Sheer Force']"
304,Aron,Cokodoraココドラ,steel,rock,3,no,0.4,60,30,50,70,40,100,40,8960,35,330,180,1250000,50,0.5,0.5,1,1,0.5,0,0.5,2,"['Sturdy', 'Rock Head', 'Heavy Metal']"
305,Lairon,Kodoraコドラ,steel,rock,3,no,0.9,120,40,60,90,50,140,50,8960,35,430,90,1250000,50,0.5,0.5,1,1,0.5,0,0.5,2,"['Sturdy', 'Rock Head', 'Heavy Metal']"
306,Aggron,Bossgodoraボスゴドラ,steel,rock,3,no,2.1,360,50,70,140,60,230,80,8960,35,630,45,1250000,50,0.5,0.5,1,1,0.5,0,0.5,2,"['Sturdy', 'Rock Head', 'Heavy Metal']"
307,Meditite,Asananアサナン,fighting,psychic,3,no,0.6,11.2,60,30,40,40,55,55,5120,70,280,180,1000000,50,1,1,1,1,1,1,1,1,"['Pure Power', 'Telepathy']"
308,Medicham,Charemチャーレム,fighting,psychic,3,no,1.3,31.5,100,60,100,80,85,85,5120,70,510,90,1000000,50,1,1,1,1,1,1,1,1,"['Pure Power', 'Telepathy']"
309,Electrike,Rakuraiラクライ,electric,,3,no,0.6,15.2,65,40,45,65,40,40,5120,70,295,120,1250000,50,1,1,0.5,1,1,1,1,1,"['Static', 'Lightningrod', 'Minus']"
310,Manectric,Livoltライボルト,electric,,3,no,1.5,40.2,135,70,75,135,80,80,5120,70,575,45,1250000,50,1,1,0.5,1,1,1,1,1,"['Static', 'Lightningrod', 'Minus']"
311,Plusle,Prasleプラスル,electric,,3,no,0.4,4.2,95,60,50,85,40,75,5120,70,405,200,1000000,50,1,1,0.5,1,1,1,1,1,"['Plus', 'Lightningrod']"
312,Minun,Minunマイナン,electric,,3,no,0.4,4.2,95,60,40,75,50,85,5120,70,405,200,1000000,50,1,1,0.5,1,1,1,1,1,"['Minus', 'Volt Absorb']"
313,Volbeat,Barubeatバルビート,bug,,3,no,0.7,17.7,85,65,73,47,75,85,3840,70,430,150,600000,100,1,1,1,2,1,1,1,1,"['Illuminate', 'Swarm', 'Prankster']"
314,Illumise,Illumiseイルミーゼ,bug,,3,no,0.6,17.7,85,65,47,73,75,85,3840,70,430,150,1640000,0,1,1,1,2,1,1,1,1,"['Oblivious', 'Tinted Lens', 'Prankster']"
315,Roselia,Roseliaロゼリア,grass,poison,3,no,0.3,2,65,50,60,100,45,80,5120,70,400,150,1059860,50,1,1,0.5,2,2,1,2,0.5,"['Natural Cure', 'Poison Point', 'Leaf Guard']"
316,Gulpin,Gokulinゴクリン,poison,,3,no,0.4,10.3,40,70,43,43,53,53,5120,70,302,225,1640000,50,0.5,1,1,1,1,0.5,2,1,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']"
317,Swalot,Marunoomマルノーム,poison,,3,no,1.7,80,55,100,73,73,83,83,5120,70,467,75,1640000,50,0.5,1,1,1,1,0.5,2,1,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']"
318,Carvanha,Kibanhaキバニア,water,dark,3,no,0.8,20.8,65,45,90,65,20,20,5120,35,305,225,1250000,50,2,1,2,0.5,0.5,1,0,0.5,"['Rough Skin', 'Speed Boost']"
319,Sharpedo,Samehaderサメハダー,water,dark,3,no,1.8,88.8,105,70,140,110,70,65,5120,35,560,60,1250000,50,2,1,2,0.5,0.5,1,0,0.5,"['Rough Skin', 'Speed Boost']"
320,Wailmer,Hoerukoホエルコ,water,,3,no,2,130,60,130,70,70,35,35,10240,70,400,125,1640000,50,1,1,2,0.5,0.5,1,1,0.5,"['Water Veil', 'Oblivious', 'Pressure']"
321,Wailord,Whalohホエルオー,water,,3,no,14.5,398,60,170,90,90,45,45,10240,70,500,60,1640000,50,1,1,2,0.5,0.5,1,1,0.5,"['Water Veil', 'Oblivious', 'Pressure']"
322,Numel,Donmelドンメル,fire,ground,3,no,0.7,24,35,60,60,65,40,45,5120,70,305,255,1000000,50,0.5,1,0,0.5,1,0.5,1,4,"['Oblivious', 'Simple', 'Own Tempo']"
323,Camerupt,Bakuudaバクーダ,fire,ground,3,no,1.9,220,20,70,120,145,100,105,5120,70,560,150,1000000,50,0.5,1,0,0.5,1,0.5,1,4,"['Magma Armor', 'Solid Rock', 'Anger Point']"
324,Torkoal,Cotoiseコータス,fire,,3,no,0.5,80.4,20,70,85,85,140,70,5120,70,470,90,1000000,50,0.5,1,1,0.5,0.5,1,1,2,"['White Smoke', 'Drought', 'Shell Armor']"
325,Spoink,Banebooバネブー,psychic,,3,no,0.7,30.6,60,60,25,70,35,80,5120,70,330,255,800000,50,2,1,1,1,1,1,0.5,1,"['Thick Fat', 'Own Tempo', 'Gluttony']"
326,Grumpig,Boopigブーピッグ,psychic,,3,no,0.9,71.5,80,80,45,90,65,110,5120,70,470,60,800000,50,2,1,1,1,1,1,0.5,1,"['Thick Fat', 'Own Tempo', 'Gluttony']"
327,Spinda,Patcheelパッチール,normal,,3,no,1.1,5,60,60,60,60,60,60,3840,70,360,255,800000,50,1,1,1,1,1,1,1,1,"['Own Tempo', 'Tangled Feet', 'Contrary']"
328,Trapinch,Nuckrarナックラー,ground,,3,no,0.7,15,10,45,100,45,45,45,5120,70,290,255,1059860,50,1,1,0,1,2,0.5,1,2,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']"
329,Vibrava,Vibravaビブラーバ,ground,dragon,3,no,1.1,15.3,70,50,70,50,50,50,5120,70,340,120,1059860,50,1,2,0,0.5,4,0.5,1,1,['Levitate']
330,Flygon,Flygonフライゴン,ground,dragon,3,no,2,82,100,80,100,80,80,80,5120,70,520,45,1059860,50,1,2,0,0.5,4,0.5,1,1,['Levitate']
331,Cacnea,Saboneaサボネア,grass,,3,no,0.4,51.3,35,50,85,85,40,40,5120,35,335,190,1059860,50,2,1,0.5,2,2,2,1,0.5,"['Sand Veil', 'Water Absorb']"
332,Cacturne,Noctusノクタス,grass,dark,3,no,1.3,77.4,55,70,115,115,60,60,5120,35,475,60,1059860,50,4,1,0.5,2,2,2,0,0.5,"['Sand Veil', 'Water Absorb']"
333,Swablu,Tylttoチルット,normal,flying,3,no,0.4,1.2,50,45,40,40,60,75,5120,70,310,255,600000,50,0.5,1,2,1,2,1,1,1,"['Natural Cure', 'Cloud Nine']"
334,Altaria,Tyltalisチルタリス,dragon,flying,3,no,1.1,20.6,80,75,110,110,110,105,5120,70,590,45,600000,50,0.5,2,1,0.5,4,1,1,0.5,"['Natural Cure', 'Cloud Nine']"
335,Zangoose,Zangooseザングース,normal,,3,no,1.3,40.3,90,73,115,60,60,60,5120,70,458,90,600000,50,1,1,1,1,1,1,1,1,"['Immunity', 'Toxic Boost']"
336,Seviper,Habunakeハブネーク,poison,,3,no,2.7,52.5,65,73,100,100,60,60,5120,70,458,90,1640000,50,0.5,1,1,1,1,0.5,2,1,"['Shed Skin', 'Infiltrator']"
337,Lunatone,Lunatoneルナトーン,rock,psychic,3,no,1,168,70,90,55,95,65,85,6400,70,460,45,800000,,2,1,1,0.5,1,0.5,0.5,2,['Levitate']
338,Solrock,Solrockソルロック,rock,psychic,3,no,1.2,154,70,90,95,55,85,65,6400,70,460,45,800000,,2,1,1,0.5,1,0.5,0.5,2,['Levitate']
339,Barboach,Dojoachドジョッチ,water,ground,3,no,0.4,1.9,60,50,48,46,43,41,5120,70,288,190,1000000,50,1,1,0,0.5,1,0.5,1,1,"['Oblivious', 'Anticipation', 'Hydration']"
340,Whiscash,Namazunナマズン,water,ground,3,no,0.9,23.6,60,110,78,76,73,71,5120,70,468,75,1000000,50,1,1,0,0.5,1,0.5,1,1,"['Oblivious', 'Anticipation', 'Hydration']"
341,Corphish,Heiganiヘイガニ,water,,3,no,0.6,11.5,35,43,80,50,65,35,3840,70,308,205,1640000,50,1,1,2,0.5,0.5,1,1,0.5,"['Hyper Cutter', 'Shell Armor', 'Adaptability']"
342,Crawdaunt,Shizarigerシザリガー,water,dark,3,no,1.1,32.8,55,63,120,90,85,55,3840,70,468,155,1640000,50,2,1,2,0.5,0.5,1,0,0.5,"['Hyper Cutter', 'Shell Armor', 'Adaptability']"
343,Baltoy,Yajilonヤジロン,ground,psychic,3,no,0.5,21.5,55,40,40,40,55,70,5120,70,300,255,1000000,,2,1,0,1,2,0.5,0.5,2,['Levitate']
344,Claydol,Nendollネンドール,ground,psychic,3,no,1.5,108,75,60,70,70,105,120,5120,70,500,90,1000000,,2,1,0,1,2,0.5,0.5,2,['Levitate']
345,Lileep,Lilylaリリーラ,rock,grass,3,no,1,23.8,23,66,41,61,77,87,7680,70,355,45,600000,88.1,2,1,0.5,1,2,1,1,1,"['Suction Cups', 'Storm Drain']"
346,Cradily,Yuradleユレイドル,rock,grass,3,no,1.5,60.4,43,86,81,81,97,107,7680,70,495,45,600000,88.1,2,1,0.5,1,2,1,1,1,"['Suction Cups', 'Storm Drain']"
347,Anorith,Anopthアノプス,rock,bug,3,no,0.7,12.5,75,45,95,40,50,50,7680,70,355,45,600000,88.1,1,1,1,1,1,0.5,1,2,"['Battle Armor', 'Swift Swim']"
348,Armaldo,Armaldoアーマルド,rock,bug,3,no,1.5,68.2,45,75,125,70,100,80,7680,70,495,45,600000,88.1,1,1,1,1,1,0.5,1,2,"['Battle Armor', 'Swift Swim']"
349,Feebas,Hinbassヒンバス,water,,3,no,0.6,7.4,80,20,15,10,20,55,5120,70,200,255,600000,50,1,1,2,0.5,0.5,1,1,0.5,"['Swift Swim', 'Oblivious', 'Adaptability']"
350,Milotic,Milokarossミロカロス,water,,3,no,6.2,162,81,95,60,100,79,125,5120,70,540,60,600000,50,1,1,2,0.5,0.5,1,1,0.5,"['Marvel Scale', 'Competitive', 'Cute Charm']"
351,Castform,Powalenポワルン,normal,,3,no,0.3,0.8,70,70,70,70,70,70,6400,70,420,45,1000000,50,1,1,1,1,1,1,1,1,['Forecast']
352,Kecleon,Kakureonカクレオン,normal,,3,no,1,22,40,60,90,60,70,120,5120,70,440,200,1059860,50,1,1,1,1,1,1,1,1,"['Color Change', 'Protean']"
353,Shuppet,Kagebouzuカゲボウズ,ghost,,3,no,0.6,2.3,45,44,75,63,35,33,6400,35,295,225,800000,50,0.5,1,1,1,1,0.5,1,1,"['Insomnia', 'Frisk', 'Cursed Body']"
354,Banette,Juppetaジュペッタ,ghost,,3,no,1.1,12.5,75,64,165,93,75,83,6400,35,555,45,800000,50,0.5,1,1,1,1,0.5,1,1,"['Insomnia', 'Frisk', 'Cursed Body']"
355,Duskull,Yomawaruヨマワル,ghost,,3,no,0.8,15,25,20,40,30,90,90,6400,35,295,190,800000,50,0.5,1,1,1,1,0.5,1,1,"['Levitate', 'Frisk']"
356,Dusclops,Samayouruサマヨール,ghost,,3,no,1.6,30.6,25,40,70,60,130,130,6400,35,455,90,800000,50,0.5,1,1,1,1,0.5,1,1,"['Pressure', 'Frisk']"
357,Tropius,Tropiusトロピウス,grass,flying,3,no,2,100,51,99,68,72,83,87,6400,70,460,200,1250000,50,1,1,1,2,4,2,1,0.5,"['Chlorophyll', 'Solar Power', 'Harvest']"
358,Chimecho,Chireanチリーン,psychic,,3,no,0.6,1,65,75,50,95,80,90,6400,70,455,45,800000,50,2,1,1,1,1,1,0.5,1,['Levitate']
359,Absol,Absolアブソル,dark,,3,no,1.2,47,115,65,150,115,60,60,6400,35,565,30,1059860,50,2,1,1,1,1,1,0,1,"['Pressure', 'Super Luck', 'Justified']"
360,Wynaut,Sohnanoソーナノ,psychic,,3,no,0.6,14,23,95,23,23,48,48,5120,70,260,125,1000000,50,2,1,1,1,1,1,0.5,1,"['Shadow Tag', 'Telepathy']"
361,Snorunt,Yukiwarashiユキワラシ,ice,,3,no,0.7,16.8,50,50,50,50,50,50,5120,70,300,190,1000000,50,1,1,1,2,0.5,1,1,1,"['Inner Focus', 'Ice Body', 'Moody']"
362,Glalie,Onigohriオニゴーリ,ice,,3,no,1.5,256.5,100,80,120,120,80,80,5120,70,580,75,1000000,50,1,1,1,2,0.5,1,1,1,"['Inner Focus', 'Ice Body', 'Moody']"
363,Spheal,Tamazarashiタマザラシ,ice,water,3,no,0.8,39.5,25,70,40,55,50,50,5120,70,290,255,1059860,50,1,1,2,1,0.25,1,1,0.5,"['Thick Fat', 'Ice Body', 'Oblivious']"
364,Sealeo,Todogglerトドグラー,ice,water,3,no,1.1,87.6,45,90,60,75,70,70,5120,70,410,120,1059860,50,1,1,2,1,0.25,1,1,0.5,"['Thick Fat', 'Ice Body', 'Oblivious']"
365,Walrein,Todoserugaトドゼルガ,ice,water,3,no,1.4,150.6,65,110,80,95,90,90,5120,70,530,45,1059860,50,1,1,2,1,0.25,1,1,0.5,"['Thick Fat', 'Ice Body', 'Oblivious']"
366,Clamperl,Pearluluパールル,water,,3,no,0.4,52.5,32,35,64,74,85,55,5120,70,345,255,600000,50,1,1,2,0.5,0.5,1,1,0.5,"['Shell Armor', 'Rattled']"
367,Huntail,Huntailハンテール,water,,3,no,1.7,27,52,55,104,94,105,75,5120,70,485,60,600000,50,1,1,2,0.5,0.5,1,1,0.5,"['Swift Swim', 'Water Veil']"
368,Gorebyss,Sakurabyssサクラビス,water,,3,no,1.8,22.6,52,55,84,114,105,75,5120,70,485,60,600000,50,1,1,2,0.5,0.5,1,1,0.5,"['Swift Swim', 'Hydration']"
369,Relicanth,Glanthジーランス,water,rock,3,no,1,23.4,55,100,90,45,130,65,10240,70,485,25,1250000,88.1,1,1,2,0.25,0.5,0.5,1,1,"['Swift Swim', 'Rock Head', 'Sturdy']"
370,Luvdisc,Lovecusラブカス,water,,3,no,0.6,8.7,97,43,30,40,55,65,5120,70,330,225,800000,24.6,1,1,2,0.5,0.5,1,1,0.5,"['Swift Swim', 'Hydration']"
371,Bagon,Tatsubayタツベイ,dragon,,3,no,0.6,42.1,50,45,75,40,60,30,10240,35,300,45,1250000,50,1,2,0.5,0.5,2,1,1,0.5,"['Rock Head', 'Sheer Force']"
372,Shelgon,Komoruuコモルー,dragon,,3,no,1.1,110.5,50,65,95,60,100,50,10240,35,420,45,1250000,50,1,2,0.5,0.5,2,1,1,0.5,"['Rock Head', 'Overcoat']"
373,Salamence,Bohmanderボーマンダ,dragon,flying,3,no,1.5,102.6,120,95,145,120,130,90,10240,35,700,45,1250000,50,0.5,2,1,0.5,4,1,1,0.5,"['Intimidate', 'Moxie']"
374,Beldum,Dumbberダンバル,steel,psychic,3,no,0.6,95.2,30,40,55,35,80,60,10240,35,300,3,1250000,,1,0.5,1,2,0.5,0,0.25,1,"['Clear Body', 'Light Metal']"
375,Metang,Metangメタング,steel,psychic,3,no,1.2,202.5,50,60,75,55,100,80,10240,35,420,3,1250000,,1,0.5,1,2,0.5,0,0.25,1,"['Clear Body', 'Light Metal']"
376,Metagross,Metagrossメタグロス,steel,psychic,3,no,1.6,550,110,80,145,105,150,110,10240,35,700,3,1250000,,1,0.5,1,2,0.5,0,0.25,1,"['Clear Body', 'Light Metal']"
377,Regirock,Regirockレジロック,rock,,3,yes,1.7,230,50,80,100,50,200,100,20480,35,580,3,1250000,,1,1,1,0.5,1,0.5,1,2,"['Clear Body', 'Sturdy']"
378,Regice,Regiceレジアイス,ice,,3,yes,1.8,175,50,80,50,100,100,200,20480,35,580,3,1250000,,1,1,1,2,0.5,1,1,1,"['Clear Body', 'Ice Body']"
379,Registeel,Registeelレジスチル,steel,,3,yes,1.9,205,50,80,75,75,150,150,20480,35,580,3,1250000,,0.5,0.5,1,2,0.5,0,0.5,1,"['Clear Body', 'Light Metal']"
380,Latias,Latiasラティアス,dragon,psychic,3,yes,1.4,40,110,80,100,140,120,150,30720,90,700,3,1250000,0,2,2,0.5,0.5,2,1,0.5,0.5,['Levitate']
381,Latios,Latiosラティオス,dragon,psychic,3,yes,2,60,110,80,130,160,100,120,30720,90,700,3,1250000,100,2,2,0.5,0.5,2,1,0.5,0.5,['Levitate']
382,Kyogre,Kyogreカイオーガ,water,,3,yes,4.5,352,90,100,150,180,90,160,30720,0,770,3,1250000,,1,1,2,0.5,0.5,1,1,0.5,['Drizzle']
383,Groudon,Groudonグラードン,ground,,3,yes,3.5,950,90,100,180,150,160,90,30720,0,770,3,1250000,,1,1,0,1,2,0.5,1,2,['Drought']
384,Rayquaza,Rayquazaレックウザ,dragon,flying,3,yes,7,206.5,115,105,180,180,100,100,30720,0,780,45,1250000,,0.5,2,1,0.5,4,1,1,0.5,['Air Lock']
385,Jirachi,Jirachiジラーチ,steel,psychic,3,yes,0.3,1.1,100,100,100,100,100,100,30720,100,600,3,1250000,,1,0.5,1,2,0.5,0,0.25,1,['Serene Grace']
386,Deoxys,Deoxysデオキシス,psychic,,3,yes,1.7,60.8,180,50,95,95,90,90,30720,0,600,3,1250000,,2,1,1,1,1,1,0.5,1,['Pressure']
387,Turtwig,Naetleナエトル,grass,,4,no,0.4,10.2,31,55,68,45,64,55,5120,70,318,45,1059860,88.1,2,1,0.5,2,2,2,1,0.5,"['Overgrow', 'Shell Armor']"
388,Grotle,Hayashigameハヤシガメ,grass,,4,no,1.1,97,36,75,89,55,85,65,5120,70,405,45,1059860,88.1,2,1,0.5,2,2,2,1,0.5,"['Overgrow', 'Shell Armor']"
389,Torterra,Dodaitoseドダイトス,grass,ground,4,no,2.2,310,56,95,109,75,105,85,5120,70,525,45,1059860,88.1,2,1,0,2,4,1,1,1,"['Overgrow', 'Shell Armor']"
390,Chimchar,Hikozaruヒコザル,fire,,4,no,0.5,6.2,61,44,58,58,44,44,5120,70,309,45,1059860,88.1,0.5,1,1,0.5,0.5,1,1,2,"['Blaze', 'Iron Fist']"
391,Monferno,Moukazaruモウカザル,fire,fighting,4,no,0.9,22,81,64,78,78,52,52,5120,70,405,45,1059860,88.1,0.25,1,1,0.5,0.5,1,2,2,"['Blaze', 'Iron Fist']"
392,Infernape,Goukazaruゴウカザル,fire,fighting,4,no,1.2,55,108,76,104,104,71,71,5120,70,534,45,1059860,88.1,0.25,1,1,0.5,0.5,1,2,2,"['Blaze', 'Iron Fist']"
393,Piplup,Pochamaポッチャマ,water,,4,no,0.4,5.2,40,53,51,61,53,56,5120,70,314,45,1059860,88.1,1,1,2,0.5,0.5,1,1,0.5,"['Torrent', 'Defiant']"
394,Prinplup,Pottaishiポッタイシ,water,,4,no,0.8,23,50,64,66,81,68,76,5120,70,405,45,1059860,88.1,1,1,2,0.5,0.5,1,1,0.5,"['Torrent', 'Defiant']"
395,Empoleon,Emperteエンペルト,water,steel,4,no,1.7,84.5,60,84,86,111,88,101,5120,70,530,45,1059860,88.1,0.5,0.5,2,1,0.25,0,0.5,0.5,"['Torrent', 'Defiant']"
396,Starly,Mukkuruムックル,normal,flying,4,no,0.3,2,60,40,55,30,30,30,3840,70,245,255,1059860,50,0.5,1,2,1,2,1,1,1,"['Keen Eye', 'Reckless']"
397,Staravia,Mukubirdムクバード,normal,flying,4,no,0.6,15.5,80,55,75,40,50,40,3840,70,340,120,1059860,50,0.5,1,2,1,2,1,1,1,"['Intimidate', 'Reckless']"
398,Staraptor,Mukuhawkムクホーク,normal,flying,4,no,1.2,24.9,100,85,120,50,70,60,3840,70,485,45,1059860,50,0.5,1,2,1,2,1,1,1,"['Intimidate', 'Reckless']"
